latitude,longitude,thickness,error,error_r,dataset,cluster
-41.1440749,-72.5794769,0.4,0.6627988993294882,1.2624740939609298,assimila,3
-41.149458,-72.5733447,0.5,0.6627988993294882,1.2624740939609298,assimila,3
-40.6994863,-72.3730937,0.1,0.6627988993294882,1.2624740939609298,assimila,3
-39.2762322,-71.972958,0.05,0.05722119105613193,0.5931464926550261,assimila,7
-40.7182527,-72.4897918,0.0,0.6627988993294882,1.2624740939609298,assimila,3
-41.2371916,-72.540999,26.0,12.045885860393007,0.7789407439541389,assimila,4
-41.2363999,-72.545682,26.0,12.045885860393007,0.7789407439541389,assimila,4
-41.1926883,-72.5392797,12.0,12.045885860393007,0.7789407439541389,assimila,4
-41.1637368,-72.5139644,10.0,12.045885860393007,0.7789407439541389,assimila,4
-41.1489365,-72.5167878,6.0,12.045885860393007,0.7789407439541389,assimila,4
-41.1340182,-72.5384607,4.0,12.045885860393007,0.7789407439541389,assimila,4
-41.1278562,-72.5308293,5.0,12.045885860393007,0.7789407439541389,assimila,4
-41.2195,-72.5447,18.0,12.045885860393007,0.7789407439541389,valida,4
-41.2071,-72.5399,13.0,12.045885860393007,0.7789407439541389,valida,4
-41.2284,-72.5161,23.0,12.045885860393007,0.7789407439541389,valida,4
-41.2955,-72.5608,58.0,12.045885860393007,0.7789407439541389,valida,4
-41.203,-72.5384,16.0,12.045885860393007,0.7789407439541389,valida,4
-41.3728,-72.3252,0.2,0.6627988993294882,1.2624740939609298,valida,3
-39.2743,-71.9721,0.1,0.05722119105613193,0.5931464926550261,valida,7
-40.1304,-72.3862,0.01,0.6627988993294882,1.2624740939609298,valida,3
-40.3203,-72.207,0.1,0.18429014391132573,0.9699481258490827,valida,1
-39.8732,-71.8932,0.2,0.05722119105613193,0.5931464926550261,valida,7
-36.7456,-72.4716,0.03,0.011547005383792514,0.4948716593053935,valida,2
-38.9423,-72.0277,0.05,0.05722119105613193,0.5931464926550261,valida,7
-38.852,-71.6934,0.1,0.05722119105613193,0.5931464926550261,valida,7
-38.4407,-71.8917,0.05,0.05722119105613193,0.5931464926550261,valida,7
-39.6429,-72.3369,0.1,0.05722119105613193,0.5931464926550261,valida,7
-40.3224,-72.4813,0.05,0.6627988993294882,1.2624740939609298,valida,3
-40.4178,-72.7877,0.0,0.6627988993294882,1.2624740939609298,valida,3
-41.4719,-72.9366,0.01,0.6627988993294882,1.2624740939609298,valida,3
-39.3587,-71.5872,0.02,0.05722119105613193,0.5931464926550261,valida,7
-38.0715,-70.6132,0.01,0.05722119105613193,0.5931464926550261,valida,7
-37.8677,-71.0523,0.01,0.05722119105613193,0.5931464926550261,valida,7
-36.7456,-72.4716,0.03,0.011547005383792514,0.4948716593053935,valida,2
-36.7516,-73.0802,0.01,0.011547005383792514,0.4948716593053935,valida,2
-41.1401,-71.2988,0.1,0.18429014391132573,0.9699481258490827,valida,1
-40.1551,-71.3542,0.5,0.7425709395603393,0.6739299283404759,valida,5
-39.1011,-67.5773,0.01,0.08082903768654762,1.4263947827037813,valida,6
-38.9534,-68.0676,0.01,0.08082903768654762,1.4263947827037813,valida,6
-40.0511,-70.0835,0.2,0.24578456605338933,1.1281914507368689,valida,0
-40.1414,-70.7108,1.3,0.7425709395603393,0.6739299283404759,valida,5
-39.9727,-70.8892,1.3,0.7425709395603393,0.6739299283404759,valida,5
-39.9498,-71.0737,1.5,0.7425709395603393,0.6739299283404759,valida,5
-40.7285,-71.8087,0.5,0.18429014391132573,0.9699481258490827,valida,1
-40.7251,-71.7826,0.5,0.18429014391132573,0.9699481258490827,valida,1
-40.7123,-71.7903,0.4,0.18429014391132573,0.9699481258490827,valida,1
-40.0864,-71.1366,0.02,0.18429014391132573,0.9699481258490827,valida,1
-40.2202,-71.3624,0.4,0.7425709395603393,0.6739299283404759,valida,5
-40.1212,-71.2305,0.4,0.7425709395603393,0.6739299283404759,valida,5
-40.4901,-71.5993,0.2,0.18429014391132573,0.9699481258490827,valida,1
-40.6294,-71.6617,0.2,0.18429014391132573,0.9699481258490827,valida,1
-40.7957,-71.5927,0.2,0.18429014391132573,0.9699481258490827,valida,1
-40.7812,-71.6618,0.3,0.18429014391132573,0.9699481258490827,valida,1
-40.7238,-71.0936,0.01,0.18429014391132573,0.9699481258490827,valida,1
-41.0407,-71.2316,0.1,0.18429014391132573,0.9699481258490827,valida,1
-40.9556,-71.3511,0.1,0.18429014391132573,0.9699481258490827,valida,1
-40.8397,-71.5399,0.2,0.18429014391132573,0.9699481258490827,valida,1
